geo_name,geo,year,tfr
Bosnia and Herzegovina,bih,1982,2.03
Botswana,bwa,1982,5.98
Brazil,bra,1982,3.85
Brunei,brn,1982,3.99
Bulgaria,bgr,1982,2.06
Burkina Faso,bfa,1982,7.17
Burundi,bdi,1982,7.42
Cambodia,khm,1982,6.19
Cameroon,cmr,1982,6.69
Canada,can,1982,1.63
Cape Verde,cpv,1982,6.17
Central African Republic,caf,1982,5.96
Chad,tcd,1982,7.02
Channel Islands,chanisl,1982,1.43
Chile,chl,1982,2.71
China,chn,1982,2.58
Colombia,col,1982,3.74
Comoros,com,1982,7.03
"Congo, Dem. Rep.",cod,1982,6.69
"Congo, Rep.",cog,1982,6.05
Costa Rica,cri,1982,3.52
Cote d'Ivoire,civ,1982,7.38
Croatia,hrv,1982,1.98
Cuba,cub,1982,1.83
Cyprus,cyp,1982,2.42
Czech Republic,cze,1982,2.04
Denmark,dnk,1982,1.43
Djibouti,dji,1982,6.32
Dominican Republic,dom,1982,4.19
Ecuador,ecu,1982,4.5
Egypt,egy,1982,5.53
El Salvador,slv,1982,4.82
Equatorial Guinea,gnq,1982,5.88
Eritrea,eri,1982,6.69
Estonia,est,1982,2.1
Ethiopia,eth,1982,7.4
Fiji,fji,1982,3.81
Finland,fin,1982,1.72
France,fra,1982,1.84
French Guiana,guf,1982,3.48
French Polynesia,pyf,1982,3.86
Gabon,gab,1982,5.72
Gambia,gmb,1982,6.3
Georgia,geo,1982,2.28
Germany,deu,1982,1.46
Ghana,gha,1982,6.39
Greece,grc,1982,2.1
Greenland,grl,1982,2.24
Grenada,grd,1982,4.24
Guadeloupe,glp,1982,2.66
Guam,gum,1982,3.13
Guatemala,gtm,1982,6.19
Guinea,gin,1982,6.58
Guinea-Bissau,gnb,1982,6.64
Guyana,guy,1982,3.64
Haiti,hti,1982,6.15
Honduras,hnd,1982,6.06
"Hong Kong, China",hkg,1982,1.75
Hungary,hun,1982,1.89
Iceland,isl,1982,2.23
India,ind,1982,4.7
Indonesia,idn,1982,4.17
Iran,irn,1982,6.52
Iraq,irq,1982,6.41
Ireland,irl,1982,2.79
Israel,isr,1982,3.17
Italy,ita,1982,1.55
Jamaica,jam,1982,3.56
Japan,jpn,1982,1.76
Jordan,jor,1982,7.07
Kazakhstan,kaz,1982,3.07
Kenya,ken,1982,7.27
Kiribati,kir,1982,5.02
North Korea,prk,1982,2.73
South Korea,kor,1982,2.26
Kuwait,kwt,1982,5.02
Kyrgyz Republic,kgz,1982,4.24
Lao,lao,1982,6.35
Latvia,lva,1982,2.02
Lebanon,lbn,1982,3.8
Lesotho,lso,1982,5.49
Liberia,lbr,1982,6.96
Libya,lby,1982,6.83
Lithuania,ltu,1982,2.05
Luxembourg,lux,1982,1.45
"Macao, China",mac,1982,1.95
"Macedonia, FYR",mkd,1982,2.45
Madagascar,mdg,1982,6.55
Malawi,mwi,1982,7.62
Malaysia,mys,1982,3.97
Maldives,mdv,1982,7.2
Mali,mli,1982,7.15
Malta,mlt,1982,1.98
Martinique,mtq,1982,2.15
Mauritania,mrt,1982,6.37
Mauritius,mus,1982,2.41
Mayotte,myt,1982,7.46
Mexico,mex,1982,4.46
"Micronesia, Fed. Sts.",fsm,1982,6.02
Moldova,mda,1982,2.55
Mongolia,mng,1982,5.86
Montenegro,mne,1982,2.21
Morocco,mar,1982,5.44
Mozambique,moz,1982,6.41
Myanmar,mmr,1982,4.69
Namibia,nam,1982,6.26
Nepal,npl,1982,5.65
Netherlands,nld,1982,1.5
Netherlands Antilles,ant,1982,2.36
New Caledonia,ncl,1982,3.35
New Zealand,nzl,1982,2.1
Nicaragua,nic,1982,5.9
Niger,ner,1982,7.88
Nigeria,nga,1982,6.77
Norway,nor,1982,1.71
Oman,omn,1982,8.35
Pakistan,pak,1982,6.48
Panama,pan,1982,3.68
Papua New Guinea,png,1982,5.52
Paraguay,pry,1982,5.13
Peru,per,1982,4.73
Philippines,phl,1982,4.98
Poland,pol,1982,2.3
Portugal,prt,1982,2.07
Puerto Rico,pri,1982,2.49
Qatar,qat,1982,5.5
Reunion,reu,1982,2.8
Romania,rou,1982,2.32
Russia,rus,1982,1.96
Rwanda,rwa,1982,8.41
St. Lucia,lca,1982,4.33
St. Vincent and the Grenadines,vct,1982,3.69
Samoa,wsm,1982,5.97
Sao Tome and Principe,stp,1982,6.28
Saudi Arabia,sau,1982,7.05
Senegal,sen,1982,7.27
Serbia,srb,1982,2.33
Seychelles,syc,1982,3.56
Sierra Leone,sle,1982,6.72
Singapore,sgp,1982,1.74
Slovak Republic,svk,1982,2.3
Slovenia,svn,1982,1.96
Solomon Islands,slb,1982,6.53
Somalia,som,1982,7.05
South Africa,zaf,1982,4.65
Spain,esp,1982,1.96
Sri Lanka,lka,1982,3.22
Sudan,sdn,1982,6.67
Suriname,sur,1982,3.71
Swaziland,swz,1982,6.54
Sweden,swe,1982,1.63
Switzerland,che,1982,1.52
Syria,syr,1982,6.84
Taiwan,twn,1982,2.32
Tajikistan,tjk,1982,5.61
Tanzania,tza,1982,6.58
Thailand,tha,1982,3.02
Timor-Leste,tls,1982,5.13
Togo,tgo,1982,7.1
Tonga,ton,1982,5.48
Trinidad and Tobago,tto,1982,3.26
Tunisia,tun,1982,4.92
Turkey,tur,1982,4.16
Turkmenistan,tkm,1982,4.9
Uganda,uga,1982,7.1
Ukraine,ukr,1982,2
United Arab Emirates,are,1982,5.35
United Kingdom,gbr,1982,1.76
United States,usa,1982,1.81
Uruguay,ury,1982,2.62
Uzbekistan,uzb,1982,4.87
Vanuatu,vut,1982,5.43
Venezuela,ven,1982,4.01
Palestine,pse,1982,7.11
Western Sahara,esh,1982,5.45
Vietnam,vnm,1982,4.69
Virgin Islands (U.S.),vir,1982,3
Yemen,yem,1982,8.83
Zambia,zmb,1982,6.95
Zimbabwe,zwe,1982,6.81
South Sudan,ssd,1982,6.81
Afghanistan,afg,1983,7.45
Albania,alb,1983,3.38
Algeria,dza,1983,6.24
Angola,ago,1983,7.41
Antigua and Barbuda,atg,1983,2.1
Argentina,arg,1983,3.16
Armenia,arm,1983,2.41
Aruba,abw,1983,2.35
Australia,aus,1983,1.91
Austria,aut,1983,1.56
Azerbaijan,aze,1983,3.29
Bahamas,bhs,1983,2.97
Bahrain,bhr,1983,4.58
Bangladesh,bgd,1983,5.89
Barbados,brb,1983,1.89
Belarus,blr,1983,2.1
Belgium,bel,1983,1.58
Belize,blz,1983,5.34
Benin,ben,1983,7.01
Bhutan,btn,1983,6.41
Bolivia,bol,1983,5.26
Bosnia and Herzegovina,bih,1983,2
Botswana,bwa,1983,5.83
Brazil,bra,1983,3.72
Brunei,brn,1983,3.91
Bulgaria,bgr,1983,2.03
Burkina Faso,bfa,1983,7.17
Burundi,bdi,1983,7.44
Cambodia,khm,1983,6.3
Cameroon,cmr,1983,6.7
Canada,can,1983,1.62
Cape Verde,cpv,1983,6.08
Central African Republic,caf,1983,5.95
Chad,tcd,1983,7.06
Channel Islands,chanisl,1983,1.43
Chile,chl,1983,2.69
China,chn,1983,2.58
Colombia,col,1983,3.63
Comoros,com,1983,6.92
"Congo, Dem. Rep.",cod,1983,6.74
"Congo, Rep.",cog,1983,5.96
Costa Rica,cri,1983,3.48
Cote d'Ivoire,civ,1983,7.27
Croatia,hrv,1983,1.96
Cuba,cub,1983,1.83
Cyprus,cyp,1983,2.44
Czech Republic,cze,1983,1.99
Denmark,dnk,1983,1.38
Djibouti,dji,1983,6.27
Dominican Republic,dom,1983,4.08
Ecuador,ecu,1983,4.4
Egypt,egy,1983,5.49
El Salvador,slv,1983,4.68
Equatorial Guinea,gnq,1983,5.9
Eritrea,eri,1983,6.68
Estonia,est,1983,2.13
Ethiopia,eth,1983,7.42
Fiji,fji,1983,3.76
Finland,fin,1983,1.74
France,fra,1983,1.85
French Guiana,guf,1983,3.55
French Polynesia,pyf,1983,3.81
Gabon,gab,1983,5.72
Gambia,gmb,1983,6.28
Georgia,geo,1983,2.28
Germany,deu,1983,1.46
Ghana,gha,1983,6.31
Greece,grc,1983,2
Greenland,grl,1983,2.05
Grenada,grd,1983,4.25
Guadeloupe,glp,1983,2.56
Guam,gum,1983,3.1
Guatemala,gtm,1983,6.09
Guinea,gin,1983,6.6
Guinea-Bissau,gnb,1983,6.69
Guyana,guy,1983,3.55
Haiti,hti,1983,6.15
Honduras,hnd,1983,5.93
"Hong Kong, China",hkg,1983,1.66
Hungary,hun,1983,1.84
Iceland,isl,1983,2.2
India,ind,1983,4.64
Indonesia,idn,1983,4.03
Iran,irn,1983,6.47
Iraq,irq,1983,6.34
Ireland,irl,1983,2.68
Israel,isr,1983,3.13
Italy,ita,1983,1.5
Jamaica,jam,1983,3.48
Japan,jpn,1983,1.75
Jordan,jor,1983,6.94
Kazakhstan,kaz,1983,3.06
Kenya,ken,1983,7.16
Kiribati,kir,1983,4.99
North Korea,prk,1983,2.7
South Korea,kor,1983,2.11
Kuwait,kwt,1983,4.83
Kyrgyz Republic,kgz,1983,4.2
Lao,lao,1983,6.36
Latvia,lva,1983,2.07
Lebanon,lbn,1983,3.69
Lesotho,lso,1983,5.44
Liberia,lbr,1983,6.95
Libya,lby,1983,6.63
Lithuania,ltu,1983,2.05
Luxembourg,lux,1983,1.45
"Macao, China",mac,1983,2.05
"Macedonia, FYR",mkd,1983,2.43
Madagascar,mdg,1983,6.48
Malawi,mwi,1983,7.59
Malaysia,mys,1983,3.93
Maldives,mdv,1983,7.22
Mali,mli,1983,7.15
Malta,mlt,1983,1.97
Martinique,mtq,1983,2.12
Mauritania,mrt,1983,6.32
Mauritius,mus,1983,2.33
Mayotte,myt,1983,7.35
Mexico,mex,1983,4.3
"Micronesia, Fed. Sts.",fsm,1983,5.89
Moldova,mda,1983,2.59
Mongolia,mng,1983,5.7
Montenegro,mne,1983,2.19
Morocco,mar,1983,5.29
Mozambique,moz,1983,6.39
Myanmar,mmr,1983,4.55
Namibia,nam,1983,6.15
Nepal,npl,1983,5.6
Netherlands,nld,1983,1.47
Netherlands Antilles,ant,1983,2.35
New Caledonia,ncl,1983,3.27
New Zealand,nzl,1983,2.1
Nicaragua,nic,1983,5.76
Niger,ner,1983,7.89
Nigeria,nga,1983,6.75
Norway,nor,1983,1.66
Oman,omn,1983,8.34
Pakistan,pak,1983,6.46
Panama,pan,1983,3.58
Papua New Guinea,png,1983,5.42
Paraguay,pry,1983,5.09
Peru,per,1983,4.6
Philippines,phl,1983,4.88
Poland,pol,1983,2.3
Portugal,prt,1983,1.97
Puerto Rico,pri,1983,2.44
Qatar,qat,1983,5.32
Reunion,reu,1983,2.77
Romania,rou,1983,2.3
Russia,rus,1983,2.09
Rwanda,rwa,1983,8.36
St. Lucia,lca,1983,4.16
St. Vincent and the Grenadines,vct,1983,3.56
Samoa,wsm,1983,5.85
Sao Tome and Principe,stp,1983,6.22
Saudi Arabia,sau,1983,6.93
Senegal,sen,1983,7.22
Serbia,srb,1983,2.32
Seychelles,syc,1983,3.43
Sierra Leone,sle,1983,6.72
Singapore,sgp,1983,1.61
Slovak Republic,svk,1983,2.27
Slovenia,svn,1983,1.91
Solomon Islands,slb,1983,6.43
Somalia,som,1983,7.08
South Africa,zaf,1983,4.54
Spain,esp,1983,1.84
Sri Lanka,lka,1983,3.12
Sudan,sdn,1983,6.61
Suriname,sur,1983,3.6
Swaziland,swz,1983,6.47
Sweden,swe,1983,1.61
Switzerland,che,1983,1.53
Syria,syr,1983,6.7
Taiwan,twn,1983,2.17
Tajikistan,tjk,1983,5.6
Tanzania,tza,1983,6.54
Thailand,tha,1983,2.86
Timor-Leste,tls,1983,5.26
Togo,tgo,1983,7.03
Tonga,ton,1983,5.39
Trinidad and Tobago,tto,1983,3.22
Tunisia,tun,1983,4.75
Turkey,tur,1983,4.02
Turkmenistan,tkm,1983,4.79
Uganda,uga,1983,7.1
Ukraine,ukr,1983,2.01
United Arab Emirates,are,1983,5.28
United Kingdom,gbr,1983,1.78
United States,usa,1983,1.78
Uruguay,ury,1983,2.57
Uzbekistan,uzb,1983,4.76
Vanuatu,vut,1983,5.36
Venezuela,ven,1983,3.93
Palestine,pse,1983,7.02
Western Sahara,esh,1983,5.27
Vietnam,vnm,1983,4.52
Virgin Islands (U.S.),vir,1983,2.97
Yemen,yem,1983,8.85
Zambia,zmb,1983,6.88
Zimbabwe,zwe,1983,6.63
South Sudan,ssd,1983,6.81
Afghanistan,afg,1984,7.46
Albania,alb,1984,3.32
Algeria,dza,1984,6.04
Angola,ago,1984,7.39
Antigua and Barbuda,atg,1984,2.1
Argentina,arg,1984,3.12
Armenia,arm,1984,2.44
Aruba,abw,1984,2.34
Australia,aus,1984,1.86
Austria,aut,1984,1.52
Azerbaijan,aze,1984,3.26
Bahamas,bhs,1984,2.92
Bahrain,bhr,1984,4.47
Bangladesh,bgd,1984,5.71
Barbados,brb,1984,1.86
Belarus,blr,1984,2.11
Belgium,bel,1984,1.57
Belize,blz,1984,5.17
Benin,ben,1984,6.99
Bhutan,btn,1984,6.36
Bolivia,bol,1984,5.19
Bosnia and Herzegovina,bih,1984,1.96
Botswana,bwa,1984,5.64
Brazil,bra,1984,3.59
Brunei,brn,1984,3.84
Bulgaria,bgr,1984,2.02
Burkina Faso,bfa,1984,7.16
Burundi,bdi,1984,7.46
Cambodia,khm,1984,6.34
Cameroon,cmr,1984,6.71
Canada,can,1984,1.62
Cape Verde,cpv,1984,5.98
Central African Republic,caf,1984,5.95
Chad,tcd,1984,7.09
Channel Islands,chanisl,1984,1.43
Chile,chl,1984,2.68
China,chn,1984,2.62
Colombia,col,1984,3.53
Comoros,com,1984,6.77
"Congo, Dem. Rep.",cod,1984,6.79
"Congo, Rep.",cog,1984,5.87
Costa Rica,cri,1984,3.45
Cote d'Ivoire,civ,1984,7.15
Croatia,hrv,1984,1.94
Cuba,cub,1984,1.83
Cyprus,cyp,1984,2.45
Czech Republic,cze,1984,1.95
Denmark,dnk,1984,1.4
Djibouti,dji,1984,6.24
Dominican Republic,dom,1984,3.98
Ecuador,ecu,1984,4.31
Egypt,egy,1984,5.44
El Salvador,slv,1984,4.55
Equatorial Guinea,gnq,1984,5.93
Eritrea,eri,1984,6.67
Estonia,est,1984,2.17
Ethiopia,eth,1984,7.44
Fiji,fji,1984,3.69
Finland,fin,1984,1.7
France,fra,1984,1.85
French Guiana,guf,1984,3.6
French Polynesia,pyf,1984,3.77
Gabon,gab,1984,5.71
Gambia,gmb,1984,6.25
Georgia,geo,1984,2.28
Germany,deu,1984,1.46
Ghana,gha,1984,6.22
Greece,grc,1984,1.9
Greenland,grl,1984,2.11
Grenada,grd,1984,4.24
Guadeloupe,glp,1984,2.49
Guam,gum,1984,3.09
Guatemala,gtm,1984,5.98
Guinea,gin,1984,6.62
Guinea-Bissau,gnb,1984,6.73
Guyana,guy,1984,3.45
Haiti,hti,1984,6.11
Honduras,hnd,1984,5.8
"Hong Kong, China",hkg,1984,1.58
Hungary,hun,1984,1.8
Iceland,isl,1984,2.17
India,ind,1984,4.56
Indonesia,idn,1984,3.89
Iran,irn,1984,6.37
Iraq,irq,1984,6.28
Ireland,irl,1984,2.56
Israel,isr,1984,3.11
Italy,ita,1984,1.45
Jamaica,jam,1984,3.39
Japan,jpn,1984,1.73
Jordan,jor,1984,6.78
Kazakhstan,kaz,1984,3.06
Kenya,ken,1984,7.04
Kiribati,kir,1984,4.95
North Korea,prk,1984,2.65
South Korea,kor,1984,1.97
Kuwait,kwt,1984,4.61
Kyrgyz Republic,kgz,1984,4.16
Lao,lao,1984,6.37
Latvia,lva,1984,2.11
Lebanon,lbn,1984,3.59
Lesotho,lso,1984,5.38
Liberia,lbr,1984,6.92
Libya,lby,1984,6.44
Lithuania,ltu,1984,2.06
Luxembourg,lux,1984,1.45
"Macao, China",mac,1984,2.1
"Macedonia, FYR",mkd,1984,2.4
Madagascar,mdg,1984,6.41
Malawi,mwi,1984,7.54
Malaysia,mys,1984,3.87
Maldives,mdv,1984,7.19
Mali,mli,1984,7.15
Malta,mlt,1984,1.97
Martinique,mtq,1984,2.11
Mauritania,mrt,1984,6.28
Mauritius,mus,1984,2.27
Mayotte,myt,1984,7.24
Mexico,mex,1984,4.15
"Micronesia, Fed. Sts.",fsm,1984,5.75
Moldova,mda,1984,2.62
Mongolia,mng,1984,5.53
Montenegro,mne,1984,2.18
Morocco,mar,1984,5.12
Mozambique,moz,1984,6.37
Myanmar,mmr,1984,4.4
Namibia,nam,1984,6.02
Nepal,npl,1984,5.55
Netherlands,nld,1984,1.49
Netherlands Antilles,ant,1984,2.34
New Caledonia,ncl,1984,3.21
New Zealand,nzl,1984,2.12
Nicaragua,nic,1984,5.61
Niger,ner,1984,7.88
Nigeria,nga,1984,6.73
Norway,nor,1984,1.66
Oman,omn,1984,8.3
Pakistan,pak,1984,6.44
Panama,pan,1984,3.49
Papua New Guinea,png,1984,5.31
Paraguay,pry,1984,5.04
Peru,per,1984,4.48
Philippines,phl,1984,4.8
Poland,pol,1984,2.28
Portugal,prt,1984,1.87
Puerto Rico,pri,1984,2.39
Qatar,qat,1984,5.13
Reunion,reu,1984,2.75
Romania,rou,1984,2.29
Russia,rus,1984,2.05
Rwanda,rwa,1984,8.28
St. Lucia,lca,1984,4.01
St. Vincent and the Grenadines,vct,1984,3.44
Samoa,wsm,1984,5.73
Sao Tome and Principe,stp,1984,6.16
Saudi Arabia,sau,1984,6.8
Senegal,sen,1984,7.15
Serbia,srb,1984,2.31
Seychelles,syc,1984,3.31
Sierra Leone,sle,1984,6.73
Singapore,sgp,1984,1.62
Slovak Republic,svk,1984,2.25
Slovenia,svn,1984,1.85
Solomon Islands,slb,1984,6.35
Somalia,som,1984,7.11
South Africa,zaf,1984,4.43
Spain,esp,1984,1.73
Sri Lanka,lka,1984,3.01
Sudan,sdn,1984,6.54
Suriname,sur,1984,3.49
Swaziland,swz,1984,6.39
Sweden,swe,1984,1.66
Switzerland,che,1984,1.54
Syria,syr,1984,6.53
Taiwan,twn,1984,2.06
Tajikistan,tjk,1984,5.59
Tanzania,tza,1984,6.5
Thailand,tha,1984,2.71
Timor-Leste,tls,1984,5.32
Togo,tgo,1984,6.95
Tonga,ton,1984,5.27
Trinidad and Tobago,tto,1984,3.15
Tunisia,tun,1984,4.59
Turkey,tur,1984,3.88
Turkmenistan,tkm,1984,4.71
Uganda,uga,1984,7.1
Ukraine,ukr,1984,2.01
United Arab Emirates,are,1984,5.22
United Kingdom,gbr,1984,1.8
United States,usa,1984,1.79
Uruguay,ury,1984,2.55
Uzbekistan,uzb,1984,4.67
Vanuatu,vut,1984,5.28
Venezuela,ven,1984,3.86
Palestine,pse,1984,6.95
Western Sahara,esh,1984,5.1
Vietnam,vnm,1984,4.36
Virgin Islands (U.S.),vir,1984,2.97
Yemen,yem,1984,8.86
Zambia,zmb,1984,6.81
Zimbabwe,zwe,1984,6.44
South Sudan,ssd,1984,6.81
Afghanistan,afg,1985,7.46
Albania,alb,1985,3.27
Algeria,dza,1985,5.84
Angola,ago,1985,7.38
Antigua and Barbuda,atg,1985,2.09
Argentina,arg,1985,3.09
Armenia,arm,1985,2.48
Aruba,abw,1985,2.33
Australia,aus,1985,1.9
Austria,aut,1985,1.47
Azerbaijan,aze,1985,3.24
Bahamas,bhs,1985,2.86
Bahrain,bhr,1985,4.36
Bangladesh,bgd,1985,5.52
Barbados,brb,1985,1.83
Belarus,blr,1985,2.11
Belgium,bel,1985,1.57
Belize,blz,1985,5.02
Benin,ben,1985,6.97
Bhutan,btn,1985,6.31
Bolivia,bol,1985,5.13
Bosnia and Herzegovina,bih,1985,1.93
Botswana,bwa,1985,5.45
Brazil,bra,1985,3.45
Brunei,brn,1985,3.79
Bulgaria,bgr,1985,2
Burkina Faso,bfa,1985,7.14
Burundi,bdi,1985,7.49
Cambodia,khm,1985,6.31
Cameroon,cmr,1985,6.7
Canada,can,1985,1.61
Cape Verde,cpv,1985,5.88
Central African Republic,caf,1985,5.94
Chad,tcd,1985,7.12
Channel Islands,chanisl,1985,1.44
Chile,chl,1985,2.67
China,chn,1985,2.66
Colombia,col,1985,3.42
Comoros,com,1985,6.58
"Congo, Dem. Rep.",cod,1985,6.85
"Congo, Rep.",cog,1985,5.77
Costa Rica,cri,1985,3.41
Cote d'Ivoire,civ,1985,7.04
Croatia,hrv,1985,1.92
Cuba,cub,1985,1.84
Cyprus,cyp,1985,2.46
Czech Republic,cze,1985,1.93
Denmark,dnk,1985,1.45
Djibouti,dji,1985,6.22
Dominican Republic,dom,1985,3.88
Ecuador,ecu,1985,4.21
Egypt,egy,1985,5.38
El Salvador,slv,1985,4.43
Equatorial Guinea,gnq,1985,5.95
Eritrea,eri,1985,6.64
Estonia,est,1985,2.19
Ethiopia,eth,1985,7.44
Fiji,fji,1985,3.63
Finland,fin,1985,1.64
France,fra,1985,1.84
French Guiana,guf,1985,3.65
French Polynesia,pyf,1985,3.74
Gabon,gab,1985,5.69
Gambia,gmb,1985,6.22
Georgia,geo,1985,2.27
Germany,deu,1985,1.45
Ghana,gha,1985,6.13
Greece,grc,1985,1.81
Greenland,grl,1985,2.24
Grenada,grd,1985,4.23
Guadeloupe,glp,1985,2.45
Guam,gum,1985,3.1
Guatemala,gtm,1985,5.87
Guinea,gin,1985,6.63
Guinea-Bissau,gnb,1985,6.74
Guyana,guy,1985,3.35
Haiti,hti,1985,6.03
Honduras,hnd,1985,5.67
"Hong Kong, China",hkg,1985,1.5
Hungary,hun,1985,1.79
Iceland,isl,1985,2.15
India,ind,1985,4.48
Indonesia,idn,1985,3.75
Iran,irn,1985,6.22
Iraq,irq,1985,6.22
Ireland,irl,1985,2.45
Israel,isr,1985,3.09
Italy,ita,1985,1.42
Jamaica,jam,1985,3.31
Japan,jpn,1985,1.71
Jordan,jor,1985,6.59
Kazakhstan,kaz,1985,3.06
Kenya,ken,1985,6.91
Kiribati,kir,1985,4.91
North Korea,prk,1985,2.58
South Korea,kor,1985,1.84
Kuwait,kwt,1985,4.36
Kyrgyz Republic,kgz,1985,4.13
Lao,lao,1985,6.36
Latvia,lva,1985,2.15
Lebanon,lbn,1985,3.48
Lesotho,lso,1985,5.31
Liberia,lbr,1985,6.88
Libya,lby,1985,6.24
Lithuania,ltu,1985,2.06
Luxembourg,lux,1985,1.45
"Macao, China",mac,1985,2.12
"Macedonia, FYR",mkd,1985,2.37
Madagascar,mdg,1985,6.35
Malawi,mwi,1985,7.47
Malaysia,mys,1985,3.82
Maldives,mdv,1985,7.11
Mali,mli,1985,7.15
Malta,mlt,1985,1.98
Martinique,mtq,1985,2.11
Mauritania,mrt,1985,6.24
Mauritius,mus,1985,2.25
Mayotte,myt,1985,7.11
Mexico,mex,1985,4.02
"Micronesia, Fed. Sts.",fsm,1985,5.6
Moldova,mda,1985,2.64
Mongolia,mng,1985,5.35
Montenegro,mne,1985,2.16
Morocco,mar,1985,4.94
Mozambique,moz,1985,6.35
Myanmar,mmr,1985,4.23
Namibia,nam,1985,5.89
Nepal,npl,1985,5.49
Netherlands,nld,1985,1.51
Netherlands Antilles,ant,1985,2.32
New Caledonia,ncl,1985,3.14
New Zealand,nzl,1985,2.14
Nicaragua,nic,1985,5.45
Niger,ner,1985,7.87
Nigeria,nga,1985,6.7
Norway,nor,1985,1.68
Oman,omn,1985,8.22
Pakistan,pak,1985,6.41
Panama,pan,1985,3.41
Papua New Guinea,png,1985,5.21
Paraguay,pry,1985,4.97
Peru,per,1985,4.36
Philippines,phl,1985,4.71
Poland,pol,1985,2.26
Portugal,prt,1985,1.78
Puerto Rico,pri,1985,2.34
Qatar,qat,1985,4.93
Reunion,reu,1985,2.74
Romania,rou,1985,2.27
Russia,rus,1985,2.05
Rwanda,rwa,1985,8.18
St. Lucia,lca,1985,3.89
St. Vincent and the Grenadines,vct,1985,3.33
Samoa,wsm,1985,5.62
Sao Tome and Principe,stp,1985,6.1
Saudi Arabia,sau,1985,6.65
Senegal,sen,1985,7.06
Serbia,srb,1985,2.29
Seychelles,syc,1985,3.19
Sierra Leone,sle,1985,6.73
Singapore,sgp,1985,1.61
Slovak Republic,svk,1985,2.22
Slovenia,svn,1985,1.8
Solomon Islands,slb,1985,6.28
Somalia,som,1985,7.15
South Africa,zaf,1985,4.32
Spain,esp,1985,1.63
Sri Lanka,lka,1985,2.9
Sudan,sdn,1985,6.47
Suriname,sur,1985,3.38
Swaziland,swz,1985,6.29
Sweden,swe,1985,1.74
Switzerland,che,1985,1.54
Syria,syr,1985,6.36
Taiwan,twn,1985,1.88
Tajikistan,tjk,1985,5.57
Tanzania,tza,1985,6.47
Thailand,tha,1985,2.57
Timor-Leste,tls,1985,5.34
Togo,tgo,1985,6.87
Tonga,ton,1985,5.13
Trinidad and Tobago,tto,1985,3.06
Tunisia,tun,1985,4.43
Turkey,tur,1985,3.74
Turkmenistan,tkm,1985,4.65
Uganda,uga,1985,7.1
Ukraine,ukr,1985,2
United Arab Emirates,are,1985,5.14
United Kingdom,gbr,1985,1.81
United States,usa,1985,1.84
Uruguay,ury,1985,2.53
Uzbekistan,uzb,1985,4.59
Vanuatu,vut,1985,5.21
Venezuela,ven,1985,3.79
Palestine,pse,1985,6.88
Western Sahara,esh,1985,4.95
Vietnam,vnm,1985,4.21
Virgin Islands (U.S.),vir,1985,2.97
Yemen,yem,1985,8.87
Zambia,zmb,1985,6.75
Zimbabwe,zwe,1985,6.22
South Sudan,ssd,1985,6.81
Afghanistan,afg,1986,7.46
Albania,alb,1986,3.22
Algeria,dza,1986,5.63
Angola,ago,1986,7.37
Antigua and Barbuda,atg,1986,2.08
Argentina,arg,1986,3.07
Armenia,arm,1986,2.52
Aruba,abw,1986,2.32
Australia,aus,1986,1.87
Austria,aut,1986,1.45
Azerbaijan,aze,1986,3.22
Bahamas,bhs,1986,2.79
Bahrain,bhr,1986,4.25
Bangladesh,bgd,1986,5.33
Barbados,brb,1986,1.81
Belarus,blr,1986,2.1
Belgium,bel,1986,1.56
Belize,blz,1986,4.89
Benin,ben,1986,6.94
Bhutan,btn,1986,6.23
Bolivia,bol,1986,5.07
Bosnia and Herzegovina,bih,1986,1.9
Botswana,bwa,1986,5.24
Brazil,bra,1986,3.31
Brunei,brn,1986,3.76
Bulgaria,bgr,1986,1.98
Burkina Faso,bfa,1986,7.12
Burundi,bdi,1986,7.51
Cambodia,khm,1986,6.23
Cameroon,cmr,1986,6.67
Canada,can,1986,1.61
Cape Verde,cpv,1986,5.78
Central African Republic,caf,1986,5.93
Chad,tcd,1986,7.16
Channel Islands,chanisl,1986,1.44
Chile,chl,1986,2.65
China,chn,1986,2.68
Colombia,col,1986,3.32
Comoros,com,1986,6.36
"Congo, Dem. Rep.",cod,1986,6.9
"Congo, Rep.",cog,1986,5.68
Costa Rica,cri,1986,3.37
Cote d'Ivoire,civ,1986,6.93
Croatia,hrv,1986,1.89
Cuba,cub,1986,1.84
Cyprus,cyp,1986,2.46
Czech Republic,cze,1986,1.91
Denmark,dnk,1986,1.48
Djibouti,dji,1986,6.21
Dominican Republic,dom,1986,3.78
Ecuador,ecu,1986,4.12
Egypt,egy,1986,5.29
El Salvador,slv,1986,4.32
Equatorial Guinea,gnq,1986,5.96
Eritrea,eri,1986,6.6
Estonia,est,1986,2.19
Ethiopia,eth,1986,7.42
Fiji,fji,1986,3.57
Finland,fin,1986,1.6
France,fra,1986,1.83
French Guiana,guf,1986,3.69
French Polynesia,pyf,1986,3.7
Gabon,gab,1986,5.65
Gambia,gmb,1986,6.19
Georgia,geo,1986,2.27
Germany,deu,1986,1.44
Ghana,gha,1986,6.03
Greece,grc,1986,1.71
Greenland,grl,1986,2.04
Grenada,grd,1986,4.2
Guadeloupe,glp,1986,2.43
Guam,gum,1986,3.1
Guatemala,gtm,1986,5.76
Guinea,gin,1986,6.64
